Student_ID,Participating_Course_Grade,FINAL_SAT_total,StudySemester_cumGPA,StudySemester_plusone_cumGPA,StudySemester_plustwo_cumGPA,StudySemester_plusthree_cumGPA,StudySemester_plusfour_cumGPA,StudySemester_plusfive_cumGPA,Q1.1_Writing_Attitudes_Survey,Q1.2_Writing_Attitudes_Survey,Q1.3_Writing_Attitudes_Survey,Q1.4_Writing_Attitudes_Survey,Q1.5_Writing_Attitudes_Survey,Q1.6_Writing_Attitudes_Survey,Q1.7_Writing_Attitudes_Survey,Q1.8_Writing_Attitudes_Survey,Q1.9_Writing_Attitudes_Survey,Q1.10_Writing_Attitudes_Survey,Q1.11_Writing_Attitudes_Survey,Q2.1_Writing_Attitudes_Survey,Q2.2_Writing_Attitudes_Survey,Q2.3_Writing_Attitudes_Survey,Q2.4_Writing_Attitudes_Survey,Q2.5_Writing_Attitudes_Survey,Q2.6_Writing_Attitudes_Survey,Q2.7_Writing_Attitudes_Survey,Q2.8_Writing_Attitudes_Survey,Q2.9_Writing_Attitudes_Survey,Q2.10_Writing_Attitudes_Survey,Q2.11_Writing_Attitudes_Survey,Q2.12_Writing_Attitudes_Survey,Q2.13_Writing_Attitudes_Survey,Q2.14_Writing_Attitudes_Survey,Q2.15_Writing_Attitudes_Survey,Q2.16_Writing_Attitudes_Survey,Q2.17_Writing_Attitudes_Survey,Q2.18_Writing_Attitudes_Survey,Q2.19_Writing_Attitudes_Survey,Q2.20_Writing_Attitudes_Survey,Q2.21_Writing_Attitudes_Survey,Q2.22_Writing_Attitudes_Survey,Q3.1_Writing_Attitudes_Survey,Q3.2_Writing_Attitudes_Survey,Q3.3_Writing_Attitudes_Survey,Q3.4_Writing_Attitudes_Survey,Q3.5_Writing_Attitudes_Survey,Q3.6_Writing_Attitudes_Survey,Q3.7_Writing_Attitudes_Survey,Q3.8_Writing_Attitudes_Survey,Q3.9_Writing_Attitudes_Survey,Q3.10_Writing_Attitudes_Survey,Q3.11_Writing_Attitudes_Survey,Q3.12_Writing_Attitudes_Survey,Q4.1_Writing_Attitudes_Survey,Q4.2_Writing_Attitudes_Survey,Q4.3_Writing_Attitudes_Survey,Q4.4_Writing_Attitudes_Survey,Q4.5_Writing_Attitudes_Survey,Q5.2_recoded_Writing_Attitudes_Survey,rQ4.2_Writing_Attitudes_Survey,rQ4.5_Writing_Attitudes_Survey,Survey_conf,Survey_Blf_Cont,Survey_Blf_Conv,Survey_G_Master,Survey_G_Perform,Survey_G_Avoid,Survey_Affection
WF0046,3.7,1080,3.61,3.482,3.613999999,3.62,3.612,3.641,Somewhat describes me,Describes me very well,4,4,2,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,Somewhat describes me,2,70,40,60,70,60,90,90,90,80,70,50/50 Chance,20,10,Completely Sure,50/50 Chance,90,70,90,90,80,60,50/50 Chance,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,1,2,2,1480,21,25,12,18,14,11
WF0047,3,1080,2.9, , , , , ,4,Somewhat describes me,2,Somewhat describes me,2,Somewhat describes me,4,4,2,4,4,90,90,90,90,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,90,90,Completely Sure,90,80,80,80,Completely Sure,90,80,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,1,4,4,2000,24,18,15,16,7,19
WF0048,2,1140,3.571,3.222,3.089,3.278999999,3.345,3.323999999,4,4,2,Describes me very well,Somewhat describes me,4,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,Describes me very well,60,50/50 Chance,80,80,60,90,Completely Sure,70,50/50 Chance,60,90,40,30,60,80,Completely Sure,50/50 Chance,50/50 Chance,60,80,50/50 Chance,50/50 Chance,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1440,26,13,17,16,9,16
WF0049,4,930,4,3.375,3.066666666,2.842105263,2.56,2.56,4,Describes me very well,Does not describe me at all,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,Completely Sure,90,90,90,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,50/50 Chance,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,2040,29,21,19,25,10,25
WF0050,1,890,1.8,2.22,2.22,1.9,1.85,1.915, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0051,4,1036.86,4,4,4,4, , ,4,Somewhat describes me,Somewhat describes me,4,4,4,Describes me very well,4,2,2,Somewhat describes me,80,90,90,80,80,90,80,90,70,60,80,90,90,80,80,90,80,90,90,80,70,70,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,4,3,1800,19,27,16,17,9,17
WF0052,2,1036.86,2.4,2.806,3.020999999,2.835999999,2.513999999,2.494,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,3,3,1100,18,18,12,15,9,15
WF0053,1,930,2.667,2.286,2.333,2.299999999,2.287999999,2.411999999,Describes me very well,Describes me very well,Somewhat describes me,Describes me very well,Somewhat describes me,Does not describe me at all,4,Somewhat describes me,Does not describe me at all,4,Describes me very well,Completely Sure,70,90,90,70,80,70,90,90,90,80,Completely Sure,Completely Sure,Completely Sure,70,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,80,80,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,1940,29,12,19,16,5,25
WF0054,4,1110,3.235294118,3.265060241,3.265060241,3.265060241, , ,4,2,Does not describe me at all,Describes me very well,2,2,2,Somewhat describes me,2,4,Describes me very well,Completely Sure,90,Completely Sure,Completely Sure,90,90,90,90,90,70,80,60,90,Completely Sure,90,60,Completely Sure,Completely Sure,Completely Sure,70,90,80,Agree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,1,5,5,1930,26,11,16,13,5,24
WF0055,2,920,2.938,2.559, , , , ,4,4,4,4,4,4,4,4,4,4,4,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1320,18,18,16,20,12,15
WF0056,3,1290,3.75,3.12,3.084,3.084,3.136, ,4,Describes me very well,Somewhat describes me,2,Describes me very well,Describes me very well,Describes me very well,Describes me very well,2,Describes me very well,Describes me very well,90,80,40,50/50 Chance,Completely Sure,30,80,90,90,Completely Sure,80,50/50 Chance,Completely Sure,Completely Sure,90,60,20,60,90,80,70,10,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly Agree,1,3,1,1560,22,14,16,25,10,13
WF0057,4,1320,3.642,3.561,3.611,3.654999999,3.616,3.649,Describes me very well,4,2,Describes me very well,4,Somewhat describes me,Somewhat describes me,4,Does not describe me at all,4,4,90,80,70,80,70,90,90,70,80,80,90,70,70,70,80,60,80,90,90,90,80,80,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Disagree,1,5,4,1750,29,14,17,19,6,22
WF0058,3,890,3.75,3.667,3.721,3.754,3.771999999,3.777,4,4,2,Describes me very well,Somewhat describes me,Somewhat describes me,4,2,Does not describe me at all,4,Describes me very well,80,70,80,50/50 Chance,80,Completely Sure,70,90,60,70,60,30,Completely Sure,Completely Sure,70,90,Completely Sure,80,50/50 Chance,70,80,70,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Disagree,1,5,5,1650,27,10,18,16,6,23
WF0059,1,860,3,2.778,3.056, , , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,60,60,70,50/50 Chance,60,50/50 Chance,60,60,60,50/50 Chance,60,60,50/50 Chance,60,60,50/50 Chance,70,60,70,80,60,60,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1320,23,23,20,25,15,17
WF0060,4,1036.86,3.532,3.3, ,3.136, , ,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,2,2,Describes me very well,2,2,Somewhat describes me,Somewhat describes me,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,90,90,80,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,80,Strongly Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,1,5,4,2090,25,14,18,14,5,22
WF0061,4,1036.86,3.8125,3.5,3.5,3.352112676,3.449438202,3.485981307,4,Does not describe me at all,Describes me very well,4,4,4,Somewhat describes me,2,Describes me very well,Somewhat describes me,4,60,50/50 Chance,60,30,30,50/50 Chance,40,50/50 Chance,30,70,50/50 Chance,50/50 Chance,50/50 Chance,20,50/50 Chance,50/50 Chance,50/50 Chance,60,60,40,40,30,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,1,2,1,1020,19,13,15,14,14,12
WF0062,0,1070,1.313,1.421, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0063,3,830,2.846153846,2.92,2.973684211,3,2.930555555,3.05952381, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0064,2,1180,2.95,3.098039216,3.278688525,3.157142857, , ,Somewhat describes me,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,Somewhat describes me,Does not describe me at all,4,Describes me very well,Somewhat describes me,70,90,30,50/50 Chance,Completely Sure,40,Completely Sure,70,60,10,Completely Sure,40,80,70,40,50/50 Chance,50/50 Chance,80,70,Completely Sure,40,50/50 Chance,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,1,2,2,1390,23,19,14,21,13,12
WF0065,2,980,3.15,3.088,2.479,2.737, , ,4,Somewhat describes me,4,4,4,Describes me very well,4,4,Somewhat describes me,4,4,70,60,80,70,70,70,80,80,80,70,80,80,70,80,70,80,80,Completely Sure,90,Completely Sure,80,60,Neither agree nor disagree,Disagree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,2,3,1700,23,16,16,20,12,13
WF0066,2,1010,2.6,1.8,2.442,2.644,2.766,2.914,4,Describes me very well,Somewhat describes me,4,Somewhat describes me,2,4,2,4,4,Describes me very well,80,50/50 Chance,60,30,50/50 Chance,40,70,50/50 Chance,40,80,70,20,30,Completely Sure,10,90,50/50 Chance,80,50/50 Chance,90,40,50/50 Chance,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,1,1,2,1230,24,8,17,16,9,7
WF0067, ,1036.86,1.125,2.608695652,2.289473683,1.92,1.811320754,1.811320754,4,Somewhat describes me,2,4,2,2,2,2,Does not describe me at all,Somewhat describes me,4,60,30,Completely Sure,30,50/50 Chance,Completely Sure,50/50 Chance,50/50 Chance,40,Completely Sure,20,30,30,70,20,90,40,Completely Sure,50/50 Chance,No Chance,30,30,Strongly Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,2,2,1120,24,16,14,12,5,13
WF0068,3,1036.86,2.25,2.14,2.14, , , ,Somewhat describes me,Describes me very well,2,4,Describes me very well,Describes me very well,Describes me very well,4,2,Describes me very well,4,90,50/50 Chance,40,80,90,50/50 Chance,90,90,80,90,70,Completely Sure,40,Completely Sure,30,Completely Sure,80,Completely Sure,90,90,90,90,Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,1,5,5,1730,26,22,16,24,9,23
WF0069,1,1060,2.313,2.2, , , , ,4,4,4,Describes me very well,Somewhat describes me,4,Describes me very well,Describes me very well,2,2,Describes me very well,60,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,40,40,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,40,50/50 Chance,50/50 Chance,50/50 Chance,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1080,22,18,19,18,10,14
WF0070,1,970,2.31,1.95,1.95, ,2.01,2.198,4,4,Somewhat describes me,Describes me very well,4,Describes me very well,Describes me very well,4,2,Describes me very well,4,90,90,Completely Sure,90,90,90,Completely Sure,80,90,90,80,80,90,90,70,80,90,90,80,90,90,80,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,1,1,1,1920,24,23,18,22,10,16
WF0071,4,1036.86,3.625,3.40625,3.340425531,3.35483871,3.324675324,3.336956521,4,Somewhat describes me,2,Somewhat describes me,4,Somewhat describes me,4,4,Does not describe me at all,Somewhat describes me,Describes me very well,80,50/50 Chance,70,70,Completely Sure,70,Completely Sure,80,80,70,Completely Sure,80,90,90,60,90,90,80,80,Completely Sure,80,70,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,1,3,4,1780,23,17,16,17,6,16
WF0072,4,1440,4,4,4,4,4,4,4,2,2,Somewhat describes me,Does not describe me at all,2,Somewhat describes me,Does not describe me at all,Does not describe me at all,4,Describes me very well,90,Completely Sure,30,30,90,50/50 Chance,90,70,30,40,90,50/50 Chance,50/50 Chance,80,90,Completely Sure,20,50/50 Chance,70,90,50/50 Chance,50/50 Chance,Strongly Agree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,1,1,1,1410,24,17,15,10,5,8
WF0073,4,1036.86,4,4,3.890909091,3.876712329,3.823529412,3.82,Somewhat describes me,Describes me very well,Somewhat describes me,Describes me very well,Describes me very well,4,Describes me very well,Somewhat describes me,Somewhat describes me,4,Describes me very well,60,90,80,80,80,Completely Sure,90,70,70,Completely Sure,90,90,60,60,Completely Sure,80,60,40,Completely Sure,Completely Sure,70,80,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Disagree,1,5,4,1750,23,21,18,21,10,20
WF0074,4,1036.86,2.43,2.61,2.61,2.38,2.67,2.851, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0075,2,1280,3,2.25,1.75,1.75, , ,Describes me very well,Describes me very well,Somewhat describes me,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,2,4,Describes me very well,Completely Sure,70,90,Completely Sure,80,60,80,90,70,50/50 Chance,70,30,Completely Sure,70,60,Completely Sure,90,60,90,80,50/50 Chance,60,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,1,4,5,1650,29,12,20,23,10,23
WF0076,3,1036.86,3.8125,3,3,2.95,3.08,3.166666666,4,Somewhat describes me,Does not describe me at all,Somewhat describes me,Does not describe me at all,Does not describe me at all,Somewhat describes me,Describes me very well,Does not describe me at all,2,Does not describe me at all,60,90,40,20,60,20,90,70,80,30,70,10,50/50 Chance,50/50 Chance,50/50 Chance,30,60,20,10,90,60,30,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,1,2,3,1090,16,12,11,12,3,11
WF0077, ,1036.86, ,2.789,2.955, ,2.6,2.128,4,Describes me very well,4,Describes me very well,4,4,4,Somewhat describes me,Somewhat describes me,Describes me very well,4,90,80,80,Completely Sure,90,70,80,Completely Sure,90,90,80,60,80,80,80,40,80,70,90,60,70,80,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,1,2,3,1740,27,14,17,21,11,14
WF0078,1,820,1.692,2.56,2.134999999,2.125,2.388999999,2.613999999,Somewhat describes me,4,2,4,Does not describe me at all,Somewhat describes me,2,4,2,Describes me very well,Describes me very well,70,40,90,70,70,80,70,80,60,80,70,70,80,80,70,Completely Sure,80,Completely Sure,90,60,70,60,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neither agree nor disagree,1,2,3,1640,18,20,14,17,7,9
WF0079,4,1140,3.511,3.27,3.373,3.161999999,3.274999999,3.376999999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0080,4,1036.86,3.4375,3.066666667, , ,3.066666666,3.066666666,4,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,4,4,4,Describes me very well,4,70,70,80,60,70,80,Completely Sure,80,Completely Sure,50/50 Chance,70,60,70,70,70,Completely Sure,70,80,Completely Sure,90,80,70,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,1,4,4,1690,20,14,16,24,14,17
WF0081, ,1036.86,2.153846154,1.954545455, , ,1.954545455,1.954545455,Somewhat describes me,Describes me very well,2,4,Somewhat describes me,Somewhat describes me,4,Describes me very well,Does not describe me at all,4,Somewhat describes me,Completely Sure,80,50/50 Chance,70,Completely Sure,80,90,90,70,Completely Sure,90,60,80,Completely Sure,60,80,80,50/50 Chance,Completely Sure,90,60,70,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,1,3,2,1750,22,13,14,20,6,13
WF0082,4,1036.86,3.8125,3.647058824,3.458333333,3.492753623,3.552941176,3.605769231, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0083, ,1036.86,3.076923077,2.230769231, , ,2.230769231,2.230769231, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
